week_index,theme,subject,body,product_line,channel,attachment_kb
25,performance,[performance] Dashboard loads slowly #810,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Alpha,chat,0
1,performance,[performance] Dashboard loads slowly #811,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Charlie,email,0
22,account,[account] Cannot add new seat #812,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Charlie,email,0
17,performance,[performance] Dashboard loads slowly #813,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Bravo,phone,0
7,account,[account] Cannot add new seat #814,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Bravo,chat,120
20,billing,[billing] Invoice total mismatch #815,The amount charged does not match our purchase order for last cycle. Priority high.,Bravo,chat,0
21,performance,[performance] Dashboard loads slowly #816,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Alpha,phone,0
1,how_to,[how_to] Reset SSO for contractor #817,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Alpha,phone,0
2,how_to,[how_to] Reset SSO for contractor #818,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Alpha,email,0
17,account,[account] Cannot add new seat #819,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Charlie,email,0
25,account,[account] Cannot add new seat #820,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Bravo,phone,0
0,performance,[performance] Dashboard loads slowly #821,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Charlie,phone,0
17,how_to,[how_to] Reset SSO for contractor #822,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Charlie,chat,0
3,how_to,[how_to] Reset SSO for contractor #823,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Bravo,phone,120
16,bug,[bug] Export fails intermittently #824,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Charlie,phone,0
16,bug,[bug] Export fails intermittently #825,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Charlie,phone,0
2,bug,[bug] Export fails intermittently #826,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Alpha,email,450
17,billing,[billing] Invoice total mismatch #827,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Alpha,chat,0
23,billing,[billing] Invoice total mismatch #828,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,chat,0
22,performance,[performance] Dashboard loads slowly #829,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Charlie,email,450
0,bug,[bug] Export fails intermittently #830,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Alpha,phone,0
6,account,[account] Cannot add new seat #831,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Alpha,email,0
6,how_to,[how_to] Reset SSO for contractor #832,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Bravo,phone,0
11,billing,[billing] Invoice total mismatch #833,The amount charged does not match our purchase order for last cycle. Priority high.,Bravo,chat,0
3,billing,[billing] Invoice total mismatch #834,The amount charged does not match our purchase order for last cycle. Blocking our release.,Charlie,chat,0
22,billing,[billing] Invoice total mismatch #835,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,email,0
20,account,[account] Cannot add new seat #836,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Alpha,chat,0
21,billing,[billing] Invoice total mismatch #837,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Charlie,chat,0
5,how_to,[how_to] Reset SSO for contractor #838,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Charlie,email,120
0,account,[account] Cannot add new seat #839,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Alpha,chat,450
23,account,[account] Cannot add new seat #840,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Charlie,phone,0
7,billing,[billing] Invoice total mismatch #841,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Charlie,chat,0
17,billing,[billing] Invoice total mismatch #842,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Alpha,email,0
23,billing,[billing] Invoice total mismatch #843,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,chat,120
0,billing,[billing] Invoice total mismatch #844,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,email,450
0,billing,[billing] Invoice total mismatch #845,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,chat,120
0,how_to,[how_to] Reset SSO for contractor #846,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Alpha,email,0
4,account,[account] Cannot add new seat #847,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Bravo,phone,0
1,how_to,[how_to] Reset SSO for contractor #848,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Alpha,chat,0
21,performance,[performance] Dashboard loads slowly #849,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Charlie,phone,120
15,billing,[billing] Invoice total mismatch #850,The amount charged does not match our purchase order for last cycle. Blocking our release.,Charlie,chat,120
25,performance,[performance] Dashboard loads slowly #851,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,email,0
20,performance,[performance] Dashboard loads slowly #852,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,phone,0
25,account,[account] Cannot add new seat #853,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Charlie,email,0
6,account,[account] Cannot add new seat #854,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Charlie,email,0
7,bug,[bug] Export fails intermittently #855,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Bravo,phone,0
22,billing,[billing] Invoice total mismatch #856,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Alpha,chat,0
6,billing,[billing] Invoice total mismatch #857,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,email,0
1,bug,[bug] Export fails intermittently #858,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Alpha,chat,0
17,account,[account] Cannot add new seat #859,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Bravo,email,0
20,bug,[bug] Export fails intermittently #860,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Alpha,phone,0
25,performance,[performance] Dashboard loads slowly #861,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Bravo,email,0
24,how_to,[how_to] Reset SSO for contractor #862,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Bravo,phone,450
3,billing,[billing] Invoice total mismatch #863,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Alpha,email,0
20,bug,[bug] Export fails intermittently #864,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Bravo,email,120
